#### EXPORT DONNEES METEO POUR "SAINT-JACUT-DE-LA-MER" (LAT/LON: 48.59734/-2.190028)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2016-01-01,12,8,44,9,11,11,2.1,90,8.5,1022,71.125,12,9,6,122,176,299,0,2,2.1,météo défavorable,17:23:00,09:01:00,8
2016-01-02,12,10,59,12,11,10,13.2,85,6.75,1010,93.25,12,9,6,176,356,122,0,3,2.1,météo défavorable,17:24:00,09:01:00,12
2016-01-03,12,10,44,11,12,11,27.7,90,7.75,1008,68.5,12,11,7,299,356,113,0,3,3.9,météo très défavorable,17:25:00,09:01:00,10
2016-01-04,10,7,29,7,8,8,1.7,82,9.75,1019,56,10,6,3,116,116,116,0,2,5.8,météo défavorable,17:27:00,09:01:00,10
2016-01-05,11,8,42,10,10,10,2.4,79,9.875,1012,65.5,11,7,6,176,119,116,0,2,3.9,météo défavorable,17:28:00,09:01:00,9
2016-01-06,11,10,35,11,11,10,2.8,77,9.625,1000,81.625,11,8,6,176,116,122,0,2,3.9,météo défavorable,17:29:00,09:01:00,10
2016-01-07,13,9,54,13,10,9,12,84,8.5,1003,49.875,13,12,6,299,113,113,0,3,5.8,météo correcte,17:30:00,09:00:00,13
2016-01-08,11,8,26,9,11,10,0.4,84,9.875,1003,33.875,11,8,5,116,116,116,0,3,8.3,météo défavorable,17:31:00,09:00:00,9
2016-01-09,12,9,47,11,12,10,5.9,83,8.875,999,49,12,8,7,116,176,116,0,2,3.1,météo défavorable,17:32:00,09:00:00,10
2016-01-10,10,8,34,9,10,9,0.6,77,9.875,989,45.625,10,5,4,116,116,113,0,2,5,météo défavorable,17:34:00,08:59:00,9
2016-01-11,11,9,47,9,11,10,4,72,9.125,994,60.875,11,6,5,116,113,176,0,2,8.7,météo défavorable,17:35:00,08:59:00,9
2016-01-12,10,8,51,9,9,9,2.4,73,9.625,1016,54.625,10,5,4,113,122,116,0,2,8.7,météo défavorable,17:36:00,08:58:00,9
2016-01-13,10,8,25,8,9,8,1.3,73,9.75,1020,42.875,10,5,4,113,119,116,0,3,6.9,météo défavorable,17:38:00,08:58:00,8
2016-01-14,9,7,36,8,9,8,3.9,69,9.5,1020,35.75,9,5,3,113,113,116,0,2,8.7,météo défavorable,17:39:00,08:57:00,8
2016-01-15,8,6,44,7,8,7,11.6,64,9.5,1029,42.125,8,2,1,116,113,176,0,3,8.7,météo très défavorable,17:40:00,08:56:00,7
2016-01-16,8,7,25,8,8,7,2.6,69,9.75,1032,63.875,8,2,4,116,122,122,0,2,3.3,météo très défavorable,17:42:00,08:56:00,8
2016-01-17,9,7,20,7,9,8,0.3,86,9,1030,96.375,9,6,4,122,122,122,0,2,3.3,météo défavorable,17:43:00,08:55:00,7
2016-01-18,7,4,45,6,5,5,19.3,89,7.375,1014,100,7,5,-2,356,176,122,0,1,3.3,météo très défavorable,17:45:00,08:54:00,7
2016-01-19,6,5,17,5,5,5,0,85,10,1016,83.75,6,3,1,122,119,116,0,2,8.7,météo très défavorable,17:46:00,08:53:00,5
2016-01-20,7,4,19,4,6,7,0.1,88,10,1019,68.875,7,5,1,119,113,122,0,1,6.9,météo très défavorable,17:47:00,08:52:00,5
