#### EXPORT DONNEES METEO POUR "SAINT-JACUT-DE-LA-MER" (LAT/LON: 48.59734/-2.190028)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2017-03-17,10,9,24,9,10,9,0,84,10,1025,57.125,10,8,6,119,113,119,0,2,11.6,météo défavorable,19:17:00,07:18:00,10
2017-03-18,12,10,40,11,12,11,1.5,90,10,1021,100,12,10,8,122,122,122,0,3,6,météo défavorable,19:19:00,07:16:00,11
2017-03-19,11,10,32,11,11,11,0.7,88,9,1019,90.875,11,10,8,122,122,119,0,3,6,météo défavorable,19:20:00,07:14:00,11
2017-03-20,12,10,37,10,11,11,1.1,88,10,1014,86,12,9,7,122,122,176,0,4,6.1,météo défavorable,19:22:00,07:12:00,10
2017-03-21,10,8,29,8,9,9,1.5,66,9.75,1015,36.625,10,6,4,116,113,113,0,2,10.2,météo défavorable,19:24:00,07:10:00,9
2017-03-22,10,7,25,8,9,8,9.3,82,9.25,1008,70.125,10,6,4,176,122,116,0,3,8.8,météo défavorable,19:25:00,07:07:00,8
2017-03-23,9,6,18,7,8,8,3.1,82,9.625,1014,76.875,9,6,4,119,122,119,0,2,6.1,météo défavorable,19:27:00,07:05:00,6
2017-03-24,10,7,22,7,10,10,1.3,83,9.75,1026,41.75,10,8,4,113,113,122,0,2,8.9,météo défavorable,19:28:00,07:03:00,8
2017-03-25,12,10,47,10,12,11,0,89,10,1026,19.375,12,8,6,116,113,113,0,3,11.6,météo défavorable,19:29:00,07:01:00,10
2017-03-26,12,10,26,10,11,12,0.2,90,10,1019,41.625,12,8,6,119,116,113,0,3,11.6,météo défavorable,19:31:00,06:59:00,10
2017-03-27,14,9,22,9,13,13,0,84,10,1020,15.875,14,10,7,113,113,119,0,4,11.6,météo correcte,20:32:00,07:57:00,10
2017-03-28,14,10,23,10,14,14,0.6,90,9.875,1024,37,14,9,8,116,113,119,0,4,10.3,météo correcte,20:33:00,07:55:00,10
2017-03-29,16,12,27,12,14,14,0,77,10,1024,71,16,10,10,122,122,116,0,4,11.6,météo défavorable,20:35:00,07:53:00,12
2017-03-30,17,11,23,11,16,16,0,82,10,1022,55.25,17,12,9,113,122,119,0,5,10.3,météo correcte,20:36:00,07:51:00,11
2017-03-31,14,10,30,12,13,12,0.1,89,9.25,1013,60.125,14,10,9,122,116,119,0,3,9,météo correcte,20:38:00,07:49:00,12
2017-04-01,12,9,26,9,12,11,4.9,88,9.75,1016,49.125,12,8,6,116,176,116,0,4,9,météo défavorable,20:39:00,07:47:00,10
2017-04-02,11,8,19,10,11,10,0.6,89,10,1026,14.625,11,8,7,113,113,113,0,3,11.6,météo défavorable,20:41:00,07:45:00,10
2017-04-03,13,7,13,9,13,12,0.2,82,10,1026,19.875,13,9,7,113,113,116,0,3,11.6,météo correcte,20:42:00,07:43:00,9
2017-04-04,11,9,24,11,11,11,0.9,92,9.375,1029,77.375,11,10,8,176,176,119,0,4,6.5,météo défavorable,20:44:00,07:41:00,11
2017-04-05,11,9,24,9,10,10,0.7,86,10,1032,30.75,11,9,6,119,113,113,0,3,9.1,météo défavorable,20:45:00,07:39:00,11
2017-04-06,11,9,16,9,11,10,0,88,10,1031,6.125,11,8,6,113,113,113,0,4,11.6,météo défavorable,20:47:00,07:36:00,10
2017-04-07,13,8,15,8,12,12,0,84,10,1028,3.125,13,9,6,113,113,113,0,4,11.6,météo correcte,20:48:00,07:34:00,9
2017-04-08,18,10,22,10,14,18,0,88,10,1024,0.625,18,13,8,113,113,113,0,4,11.6,météo favorable,20:50:00,07:32:00,11
2017-04-09,15,10,18,12,15,12,0,90,10,1024,8.125,15,12,11,113,113,116,0,5,11.6,météo correcte,20:51:00,07:30:00,12
2017-04-10,12,10,19,10,12,11,0.1,92,10,1029,32.5,12,10,8,116,122,113,0,4,11.6,météo défavorable,20:53:00,07:28:00,10
2017-04-11,12,9,15,10,12,11,0,80,10,1030,15.5,12,7,7,113,113,113,0,3,11.6,météo défavorable,20:54:00,07:26:00,10
2017-04-12,12,7,25,8,12,10,0,83,10,1027,30.375,12,8,5,113,116,119,0,4,9.1,météo défavorable,20:56:00,07:24:00,7
2017-04-13,12,9,13,10,12,11,0.3,90,10,1022,40.75,12,9,8,119,119,113,0,4,9.1,météo défavorable,20:57:00,07:22:00,9
2017-04-14,11,9,13,9,11,11,0.2,82,10,1021,58.375,11,8,6,119,116,119,0,4,6.7,météo défavorable,20:59:00,07:20:00,9
2017-04-15,12,9,24,10,12,11,1.2,90,10,1026,75.5,12,10,8,122,116,116,0,3,8.1,météo défavorable,21:00:00,07:18:00,10
2017-04-16,12,9,22,9,11,11,0.1,76,10,1027,31.875,12,7,7,122,113,113,0,4,10.4,météo défavorable,21:02:00,07:16:00,9
2017-04-17,11,10,22,10,11,11,0.9,90,10,1026,30.125,11,9,8,116,116,113,0,4,10.4,météo défavorable,21:03:00,07:15:00,10
2017-04-18,11,8,28,9,11,10,0.5,84,9.875,1033,24.5,11,8,8,116,113,113,0,3,11.6,météo défavorable,21:05:00,07:13:00,9
2017-04-19,11,8,24,8,10,10,0,73,10,1036,13.375,11,4,5,116,113,113,0,3,11.6,météo défavorable,21:06:00,07:11:00,8
2017-04-20,10,7,20,7,10,10,0,66,10,1037,6.125,10,5,4,113,113,113,0,3,11.6,météo défavorable,21:08:00,07:09:00,7
2017-04-21,12,7,13,8,12,11,0,67,10,1035,0.75,12,6,6,113,113,113,0,4,11.6,météo défavorable,21:09:00,07:07:00,8
2017-04-22,13,9,19,9,13,12,0,84,10,1030,5.75,13,9,8,113,113,113,0,4,10.5,météo correcte,21:11:00,07:05:00,10
2017-04-23,13,9,19,9,12,12,0,82,10,1027,20.125,13,8,7,113,113,116,0,4,11.6,météo correcte,21:12:00,07:03:00,10
2017-04-24,13,9,12,9,13,12,0,82,10,1023,29.25,13,8,9,113,116,113,0,4,11.6,météo correcte,21:14:00,07:01:00,9
2017-04-25,10,7,30,8,8,9,3.8,72,9.875,1016,55.875,10,8,4,116,122,113,0,2,13.4,météo défavorable,21:15:00,06:59:00,9
2017-04-26,9,6,26,6,8,9,4.3,74,9.125,1021,53.5,9,3,2,299,299,113,0,3,14.5,météo défavorable,21:17:00,06:58:00,6
2017-04-27,9,7,19,7,9,9,1.4,64,9.75,1022,31.25,9,4,5,113,176,116,0,3,14.5,météo défavorable,21:18:00,06:56:00,7
2017-04-28,11,8,17,10,11,11,1.8,81,10,1021,57.25,11,7,7,176,119,113,0,3,12.4,météo défavorable,21:20:00,06:54:00,9
2017-04-29,14,7,24,7,13,14,0.4,85,10,1018,22.875,14,8,4,113,116,116,0,4,14.5,météo correcte,21:21:00,06:52:00,7
2017-04-30,12,9,26,10,12,10,19.8,92,7.625,1003,80.625,12,10,6,176,356,356,0,4,9.2,météo très défavorable,21:23:00,06:51:00,11
2017-05-01,11,9,49,9,11,10,20.6,76,8.5,1012,87.625,11,9,5,119,176,299,0,3,10.3,météo très défavorable,21:24:00,06:49:00,9
2017-05-02,12,10,20,11,12,12,6.8,86,9.75,1021,33.5,12,9,8,116,113,113,0,3,14.5,météo défavorable,21:25:00,06:47:00,10
2017-05-03,11,10,25,10,11,11,0.4,86,10,1021,46.875,11,8,8,116,119,116,0,4,13.5,météo défavorable,21:27:00,06:45:00,10
2017-05-04,13,10,33,10,12,12,1,85,9.875,1020,60.75,13,10,7,119,176,113,0,4,13.5,météo correcte,21:28:00,06:44:00,10
2017-05-05,13,10,41,11,13,13,1.2,89,9.875,1019,83.625,13,10,7,122,122,299,0,4,13.5,météo défavorable,21:30:00,06:42:00,11
2017-05-06,13,11,17,11,13,12,40.8,95,6.125,1016,95.375,13,11,9,356,356,122,0,3,9.3,météo très défavorable,21:31:00,06:41:00,11
2017-05-07,13,10,13,11,13,12,0.4,91,9,1025,42.875,13,10,11,116,113,113,0,3,12.4,météo correcte,21:33:00,06:39:00,11
2017-05-08,13,10,25,10,13,11,0.3,89,10,1026,16,13,11,9,113,116,113,0,4,12.4,météo correcte,21:34:00,06:38:00,10
2017-05-09,12,10,33,10,12,12,0,82,10,1025,28.375,12,8,6,116,113,113,0,4,14.5,météo défavorable,21:35:00,06:36:00,10
2017-05-10,15,10,29,10,14,15,0.7,88,10,1012,38.625,15,12,7,113,116,176,0,4,13.5,météo correcte,21:37:00,06:35:00,10
2017-05-11,15,11,20,12,15,14,7.7,95,9.875,997,79.125,15,13,11,119,122,176,0,3,9.4,météo défavorable,21:38:00,06:33:00,11
2017-05-12,16,12,22,13,14,14,5.1,92,10,1004,91,16,12,11,119,299,176,0,4,11.5,météo défavorable,21:39:00,06:32:00,13
2017-05-13,16,11,23,11,15,15,1.6,86,9.875,1012,55,16,11,9,113,119,116,0,3,13.5,météo correcte,21:41:00,06:30:00,11
2017-05-14,15,11,22,11,15,14,0.8,84,9.75,1024,40.25,15,11,9,113,113,113,0,3,13.5,météo correcte,21:42:00,06:29:00,11
2017-05-15,19,13,28,14,18,17,0.3,89,8,1025,87.375,19,14,11,176,119,122,0,5,11.5,météo défavorable,21:43:00,06:28:00,13
2017-05-16,19,15,21,15,19,17,4.1,90,8.875,1025,82.625,19,15,14,119,176,119,0,5,13.5,météo défavorable,21:45:00,06:26:00,15
2017-05-17,15,12,10,15,15,13,29.2,97,8.125,1022,92.375,15,15,14,176,356,299,0,4,9.5,météo très défavorable,21:46:00,06:25:00,15
2017-05-18,13,10,20,11,13,12,7.5,84,9.75,1015,47.75,13,9,9,116,176,122,0,3,12.5,météo correcte,21:47:00,06:24:00,11
2017-05-19,12,9,19,10,12,12,6.6,81,9.25,1017,46.875,12,8,7,176,176,176,0,4,13.5,météo défavorable,21:49:00,06:23:00,9
2017-05-20,14,10,23,10,14,13,2.5,83,9.5,1024,51.5,14,10,8,116,113,119,0,4,13.5,météo correcte,21:50:00,06:22:00,10
2017-05-21,16,9,23,10,15,16,0,83,10,1024,42,16,13,8,116,113,119,0,5,14.5,météo correcte,21:51:00,06:20:00,10
2017-05-22,19,13,22,14,19,15,0,90,10,1020,33.25,19,14,12,119,113,113,0,5,13.5,météo favorable,21:52:00,06:19:00,14
2017-05-23,17,12,17,13,16,16,0.1,90,9,1026,45.875,17,15,12,116,119,116,0,5,12.5,météo correcte,21:53:00,06:18:00,12
2017-05-24,17,13,17,14,17,16,0,95,7,1026,22.625,17,14,15,116,113,113,0,4,13.5,météo correcte,21:55:00,06:17:00,13
2017-05-25,19,14,27,15,18,19,0,93,10,1023,15.625,19,16,13,116,113,113,0,6,14.5,météo favorable,21:56:00,06:16:00,14
2017-05-26,22,16,24,16,20,22,1.6,90,9.875,1016,6.5,25,18,16,113,113,113,0,6,14.5,météo favorable,21:57:00,06:15:00,16
2017-05-27,18,14,23,15,17,15,3,94,9.875,1018,64.625,18,16,15,122,116,119,0,4,12.6,météo correcte,21:58:00,06:15:00,17
2017-05-28,18,14,19,14,17,18,15.4,95,9.5,1018,82.875,18,17,13,122,356,122,0,5,10.6,météo défavorable,21:59:00,06:14:00,14
2017-05-29,16,13,19,16,16,15,14.6,96,7.75,1015,69.25,16,15,15,122,122,113,0,4,12.8,météo défavorable,22:00:00,06:13:00,15
2017-05-30,16,13,16,14,16,15,0.6,94,10,1022,54.125,16,13,13,119,116,116,0,4,14.7,météo correcte,22:01:00,06:12:00,13
2017-05-31,17,13,16,14,17,16,0.8,90,9.875,1023,57.75,17,13,13,116,116,122,0,4,15.9,météo correcte,22:02:00,06:11:00,14
2017-06-01,19,14,11,14,19,18,1,90,10,1022,30.5,19,15,14,113,113,116,0,6,15.9,météo favorable,22:03:00,06:11:00,15
2017-06-02,18,14,10,15,18,16,0.2,83,9,1018,49.25,18,14,14,113,119,122,0,5,15.6,météo correcte,22:04:00,06:10:00,14
2017-06-03,16,13,17,13,15,15,0.9,77,8.875,1019,41.5,16,12,12,116,113,116,0,4,16,météo correcte,22:05:00,06:09:00,14
2017-06-04,16,12,19,12,16,15,5.2,79,9.25,1020,46.75,16,12,10,116,119,176,0,5,14.7,météo correcte,22:06:00,06:09:00,12
2017-06-05,16,12,42,13,16,15,12.8,86,8.875,1017,59.5,16,13,11,116,299,305,0,3,14.7,météo correcte,22:06:00,06:08:00,12
2017-06-06,14,12,50,13,14,14,7.2,73,9.125,1014,57.625,14,10,9,116,176,113,0,3,16,météo correcte,22:07:00,06:08:00,13
2017-06-07,15,12,32,12,14,15,0.5,81,9.875,1019,59.25,15,12,9,116,116,122,0,4,15.6,météo correcte,22:08:00,06:08:00,12
2017-06-08,19,13,25,14,18,17,1.2,86,10,1016,66.25,19,14,12,119,119,122,0,5,13.8,météo défavorable,22:09:00,06:07:00,13
2017-06-09,16,12,25,13,16,16,1,89,10,1018,41.875,16,12,11,116,113,116,0,4,13.8,météo correcte,22:09:00,06:07:00,12
2017-06-10,21,14,23,15,19,20,0,87,10,1018,19.375,21,15,13,113,113,113,0,5,16,météo favorable,22:10:00,06:07:00,14
2017-06-11,18,13,26,16,18,16,0.8,95,10,1020,34.25,18,15,16,122,116,113,0,5,14.7,météo favorable,22:11:00,06:06:00,15
2017-06-12,15,12,22,13,15,14,0.1,86,10,1023,15.5,15,11,11,116,113,113,0,4,16.1,météo correcte,22:11:00,06:06:00,12
2017-06-13,16,11,15,12,16,15,0,83,10,1022,18.75,16,13,11,116,116,113,0,5,16.1,météo correcte,22:12:00,06:06:00,12
2017-06-14,19,15,12,16,19,18,0,92,10,1018,21.375,19,15,16,116,113,116,0,6,16.1,météo favorable,22:12:00,06:06:00,15
2017-06-15,17,13,25,15,17,15,0.2,87,10,1023,16.75,17,14,13,116,116,113,0,5,15.6,météo correcte,22:13:00,06:06:00,14
2017-06-16,17,13,19,14,16,16,0,86,10,1029,11.25,17,13,13,113,113,113,0,5,16.1,météo correcte,22:13:00,06:06:00,13
2017-06-17,19,14,14,15,18,18,0,88,10,1029,1.625,19,15,15,113,113,113,0,5,16.1,météo favorable,22:14:00,06:06:00,14
2017-06-18,20,16,22,17,20,20,0,91,10,1025,4,20,17,17,113,113,113,0,6,16.1,météo favorable,22:14:00,06:06:00,16
2017-06-19,22,19,20,19,22,21,0,92,10,1019,6.125,24,18,19,113,113,113,0,7,16.1,météo favorable,22:14:00,06:06:00,19
2017-06-20,24,19,17,19,23,24,0,86,10,1016,8,26,19,19,116,113,113,0,7,16.1,météo idéale,22:14:00,06:06:00,19
2017-06-21,23,18,13,20,23,21,0,88,10,1015,16.875,25,19,20,116,113,113,0,6,16.1,météo favorable,22:15:00,06:06:00,20
2017-06-22,20,16,21,18,19,19,0.9,93,10,1019,48.75,20,17,18,119,119,113,0,5,14.7,météo correcte,22:15:00,06:06:00,17
2017-06-23,18,15,23,16,18,18,0.4,81,10,1022,64.125,18,14,16,122,122,113,0,5,13,météo correcte,22:15:00,06:07:00,15
