#### EXPORT DONNEES METEO POUR "SAINT-JACUT-DE-LA-MER" (LAT/LON: 48.59734/-2.190028)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2015-01-16,9,6,26,8,9,8,7,79,9.875,1014,44.75,9,4,4,176,176,176,0,3,6.9,météo défavorable,17:42:00,08:55:00,7
2015-01-17,9,5,30,6,8,8,0.8,70,10,1018,49,9,4,2,113,116,119,0,3,6.9,météo défavorable,17:43:00,08:55:00,5
2015-01-18,7,6,33,7,7,6,14,81,9.625,1014,60.25,7,5,2,176,299,113,0,2,5.1,météo très défavorable,17:45:00,08:54:00,7
2015-01-19,6,3,28,6,6,5,1.2,74,10,1016,75.75,6,2,2,176,176,122,0,2,3.4,météo très défavorable,17:46:00,08:53:00,6
2015-01-20,7,3,31,4,6,7,4.9,85,8.625,1012,88.5,7,5,-0,122,122,176,0,1,3.4,météo très défavorable,17:48:00,08:52:00,4
2015-01-21,7,5,22,6,7,6,1,91,9.875,1010,91.75,7,5,1,176,122,122,0,1,3.4,météo très défavorable,17:49:00,08:51:00,6
2015-01-22,7,6,14,6,7,6,0,77,10,1024,78.875,7,2,3,122,119,119,0,2,8.7,météo très défavorable,17:51:00,08:50:00,6
2015-01-23,8,5,15,5,7,7,0,78,10,1027,38.5,8,4,4,116,113,113,0,1,8.7,météo très défavorable,17:52:00,08:49:00,5
2015-01-24,10,7,35,9,8,7,2.3,74,8.25,1034,40.875,10,9,3,176,113,113,0,2,8.7,météo défavorable,17:54:00,08:48:00,10
2015-01-25,9,7,19,7,9,8,0,71,10,1035,73.375,9,5,4,122,122,116,0,2,3.4,météo défavorable,17:55:00,08:47:00,7
2015-01-26,11,8,33,10,11,8,1.2,94,8,1031,95.125,11,10,6,122,122,119,0,2,3.4,météo défavorable,17:57:00,08:46:00,9
2015-01-27,10,8,23,8,10,9,0.1,74,10,1032,92,10,5,5,122,122,122,0,2,3.4,météo défavorable,17:59:00,08:45:00,8
2015-01-28,11,8,46,9,11,8,1.2,93,8,1025,92.25,11,10,5,122,122,122,0,3,4.8,météo défavorable,18:00:00,08:44:00,8
2015-01-29,9,6,48,9,8,7,12.3,83,8.75,1008,96.5,9,6,3,176,299,176,0,2,4.8,météo défavorable,18:02:00,08:42:00,8
2015-01-30,9,6,54,7,9,7,10.7,71,9.375,989,57,9,4,1,176,119,113,0,2,9.6,météo défavorable,18:03:00,08:41:00,7
2015-01-31,8,5,44,6,8,7,15.8,72,9.75,999,72.375,8,3,0,176,176,176,0,2,8.2,météo très défavorable,18:05:00,08:40:00,6
2015-02-01,7,6,48,6,7,6,11.2,68,10,1009,74.75,7,1,-0,176,122,122,0,1,4.8,météo très défavorable,18:06:00,08:38:00,6
2015-02-02,6,3,15,5,6,5,0.8,62,10,1009,95.125,6,0,1,122,122,122,0.6,1,4.9,météo très défavorable,18:08:00,08:37:00,5
2015-02-03,5,3,21,4,5,5,2.5,72,9.625,1011,85.625,5,1,0,176,176,119,1.7,1,4.9,météo très défavorable,18:10:00,08:36:00,4
2015-02-04,6,5,34,5,5,5,3.6,79,9.625,1024,59.75,6,2,-0,119,176,176,0,1,4.9,météo très défavorable,18:11:00,08:34:00,5
2015-02-05,7,4,43,5,7,6,3.8,77,8.875,1025,81.5,7,3,0,122,176,176,2,1,6.6,météo très défavorable,18:13:00,08:33:00,5
2015-02-06,6,4,47,5,5,6,0.6,76,10,1027,51.375,6,1,-2,122,116,116,0,1,9.8,météo très défavorable,18:14:00,08:31:00,4
2015-02-07,7,6,44,6,7,7,0,75,10,1035,26.25,7,4,0,113,113,119,0,2,9.9,météo très défavorable,18:16:00,08:30:00,6
2015-02-08,8,7,34,7,8,7,0,82,10,1039,60,8,4,2,122,119,113,0,2,9.9,météo très défavorable,18:18:00,08:28:00,7
2015-02-09,9,5,17,5,9,7,0,78,10,1039,0.75,9,5,3,113,113,113,0,3,9.9,météo très défavorable,18:19:00,08:27:00,5
2015-02-10,6,4,26,4,5,6,0,89,10,1032,30.75,6,4,-1,116,113,116,0,2,10,météo très défavorable,18:21:00,08:25:00,5
2015-02-11,7,2,15,2,5,6,0,86,10,1026,9,7,3,-1,113,116,113,0,2,10,météo très défavorable,18:23:00,08:24:00,3
2015-02-12,9,3,24,3,7,8,0,86,10,1021,48.125,9,6,-0,113,122,119,0,2,6.7,météo très défavorable,18:24:00,08:22:00,5
2015-02-13,10,8,44,8,10,9,5.5,85,9.125,1012,70.625,10,7,4,122,356,119,0,2,6.7,météo défavorable,18:26:00,08:20:00,8
2015-02-14,9,7,34,8,8,7,12.3,83,9.25,1006,89.125,9,6,4,176,305,119,0,2,5,météo défavorable,18:28:00,08:19:00,8
2015-02-15,9,5,20,7,9,7,0,87,10,1017,36,9,6,3,119,116,113,0,3,10.1,météo défavorable,18:29:00,08:17:00,7
2015-02-16,9,6,27,7,9,8,28.5,91,8.625,1023,75,9,7,3,122,356,113,0,2,5.1,météo très défavorable,18:31:00,08:15:00,7
2015-02-17,8,6,29,7,8,7,0,74,10,1043,20.75,8,3,2,116,113,113,0,3,10.2,météo très défavorable,18:32:00,08:13:00,7
2015-02-18,8,3,10,4,7,7,0,72,10,1043,7.75,8,2,1,113,113,113,0,3,10.2,météo très défavorable,18:34:00,08:12:00,4
2015-02-19,9,5,35,5,9,8,5.1,84,9.375,1032,49.25,9,6,1,113,119,299,0,3,8.4,météo très défavorable,18:36:00,08:10:00,5
2015-02-20,9,7,34,9,9,8,20.9,94,8.25,1015,80.75,9,8,3,122,356,113,0,2,6.8,météo très défavorable,18:37:00,08:08:00,9
2015-02-21,7,6,34,6,7,7,8.4,73,9.125,1010,68.25,7,4,2,299,176,116,0,2,10.3,météo très défavorable,18:39:00,08:06:00,7
2015-02-22,11,5,44,6,9,10,8.9,88,9.125,1012,68.875,11,10,1,116,122,305,0,2,6.8,météo très défavorable,18:41:00,08:05:00,6
2015-02-23,10,7,46,8,8,7,15.5,76,8.625,1002,73.875,10,10,3,119,176,176,0,2,10.4,météo défavorable,18:42:00,08:03:00,9
2015-02-24,9,7,48,8,9,8,3.3,69,9.875,1020,46.5,9,5,2,176,116,116,0,2,10,météo défavorable,18:44:00,08:01:00,8
2015-02-25,11,8,33,10,10,10,4,94,6.5,1022,94.125,11,10,6,299,122,122,0,2,5.4,météo défavorable,18:45:00,07:59:00,9
2015-02-26,11,8,33,11,11,8,13.2,95,7.375,1021,93.75,11,10,6,122,176,119,0,2,5.5,météo défavorable,18:47:00,07:57:00,10
2015-02-27,9,7,27,7,9,8,0.6,70,9.875,1025,48.375,9,3,2,113,116,122,0,2,10.1,météo défavorable,18:49:00,07:55:00,7
2015-02-28,12,8,30,10,11,11,4.8,93,8.5,1019,94.75,12,10,6,122,176,122,0,2,5.5,météo défavorable,18:50:00,07:53:00,9
2015-03-01,12,9,34,9,10,10,5,79,9.5,1010,75.625,12,10,5,119,119,119,0,2,5.5,météo défavorable,18:52:00,07:51:00,11
2015-03-02,9,7,42,8,8,8,4.7,71,10,1021,51.25,9,5,3,116,122,113,0,2,10.1,météo défavorable,18:53:00,07:49:00,9
2015-03-03,9,7,35,8,9,7,0.8,80,9.875,1027,46.75,9,5,4,116,119,113,0,3,11.1,météo défavorable,18:55:00,07:48:00,8
2015-03-04,9,6,31,7,9,8,2.9,70,9.75,1040,41.625,9,2,2,176,176,113,0,3,11.1,météo défavorable,18:57:00,07:46:00,7
2015-03-05,10,5,8,6,9,8,0,66,10,1042,15.25,10,3,5,113,116,116,0,3,10.1,météo défavorable,18:58:00,07:44:00,6
2015-03-06,12,5,19,5,10,10,0,72,10,1039,25,12,5,2,122,113,113,0,3,8.7,météo très défavorable,19:00:00,07:42:00,5
2015-03-07,14,7,24,7,13,13,0,70,10,1031,32.5,14,8,3,122,113,113,0,3,10.2,météo correcte,19:01:00,07:40:00,8
2015-03-08,12,8,22,8,11,10,0,88,9,1027,35.375,12,9,5,113,113,119,0,3,10.2,météo défavorable,19:03:00,07:38:00,8
2015-03-09,13,9,21,9,12,12,0,93,9,1028,90.375,13,10,7,122,119,122,0,3,7.3,météo défavorable,19:04:00,07:36:00,9
2015-03-10,10,8,25,9,10,9,0.7,91,6.75,1029,80,10,9,6,122,116,116,0,3,10.2,météo défavorable,19:06:00,07:34:00,10
2015-03-11,11,8,21,8,10,10,2.3,90,9.5,1017,65.125,11,8,5,119,119,119,0,2,5.9,météo défavorable,19:07:00,07:31:00,8
2015-03-12,11,7,22,7,11,10,1.3,87,9.25,1019,62.375,11,7,4,119,116,116,0,2,10.2,météo défavorable,19:09:00,07:29:00,7
2015-03-13,9,7,28,7,8,9,0.3,86,9.875,1022,64.25,9,7,4,116,116,299,0,2,8.8,météo défavorable,19:11:00,07:27:00,8
2015-03-14,9,7,24,7,8,9,0.4,86,10,1023,58.625,9,6,3,116,116,116,0,3,8.8,météo défavorable,19:12:00,07:25:00,8
2015-03-15,9,7,21,8,9,8,0.3,89,9.625,1021,55.875,9,6,5,116,116,116,0,3,10.2,météo défavorable,19:14:00,07:23:00,8
2015-03-16,11,6,16,6,9,9,0.5,87,10,1018,58.875,11,7,3,116,116,116,0,3,8.8,météo défavorable,19:15:00,07:21:00,7
2015-03-17,10,7,23,7,10,9,0.6,86,10,1017,57.75,10,6,4,116,116,116,0,2,10.2,météo défavorable,19:17:00,07:19:00,7
2015-03-18,10,7,26,7,10,8,0.9,84,10,1018,60.875,10,6,3,116,116,116,0,2,8.8,météo défavorable,19:18:00,07:17:00,7
2015-03-19,8,8,31,8,8,8,0.5,82,10,1031,84.5,8,5,4,119,119,122,0,2,8.8,météo très défavorable,19:20:00,07:15:00,8
2015-03-20,8,7,30,8,8,8,0.6,86,10,1029,82.625,8,6,4,122,122,122,0,2,6,météo très défavorable,19:21:00,07:13:00,8
2015-03-21,9,7,32,8,9,8,0.3,89,10,1026,52.5,9,7,4,113,119,122,0,3,7.4,météo défavorable,19:23:00,07:11:00,7
2015-03-22,8,7,34,7,8,7,0.1,74,10,1026,78.75,8,4,3,119,122,122,0,2,7.5,météo très défavorable,19:24:00,07:09:00,8
2015-03-23,8,5,13,5,8,7,0,83,10,1020,29.75,8,4,3,113,116,116,0,3,11.6,météo très défavorable,19:26:00,07:06:00,6
2015-03-24,8,7,25,8,8,7,2,76,9.375,1014,53.25,8,5,4,176,113,113,0,2,11.6,météo très défavorable,19:27:00,07:04:00,7
2015-03-25,8,6,27,6,8,8,3.1,75,9.5,1014,61.75,8,3,2,116,176,116,0,3,11.6,météo très défavorable,19:29:00,07:02:00,6
2015-03-26,10,7,37,10,10,10,3.8,92,7.875,1018,58.625,10,9,6,176,119,113,0,2,8.9,météo défavorable,19:30:00,07:00:00,7
2015-03-27,11,7,21,7,10,10,5.3,91,9.75,1023,60.875,11,10,4,113,176,176,0,3,7.7,météo défavorable,19:32:00,06:58:00,7
2015-03-28,12,10,40,11,12,11,2.2,96,8.875,1022,88.375,12,10,7,119,119,122,0,3,7.7,météo défavorable,19:33:00,06:56:00,11
2015-03-29,12,10,54,11,11,11,5,91,4.875,1017,100,12,10,7,176,122,176,0,3,6.4,météo défavorable,19:35:00,06:54:00,10
2015-03-30,13,10,29,10,12,13,4.6,86,8,1018,80,13,11,7,122,113,122,0,3,6.4,météo défavorable,20:36:00,07:52:00,11
2015-03-31,12,9,56,11,10,10,0.8,78,10,1027,72,12,10,6,122,119,119,0,3,9,météo défavorable,20:37:00,07:50:00,12
2015-04-01,10,8,33,8,10,10,0.5,70,10,1032,86.5,10,6,4,122,119,122,0,2,7.7,météo défavorable,20:39:00,07:48:00,9
2015-04-02,11,9,35,10,11,10,1.2,94,9,1027,86.875,11,10,7,122,176,119,0,4,6.5,météo défavorable,20:40:00,07:46:00,10
2015-04-03,10,10,35,10,10,10,6.9,95,8.125,1024,98.125,10,10,6,176,122,122,0,3,6.5,météo défavorable,20:42:00,07:44:00,10
2015-04-04,10,8,30,9,9,10,1.9,90,10,1025,88.375,10,8,5,176,122,119,0,2,6.5,météo défavorable,20:43:00,07:42:00,9
2015-04-05,9,7,24,7,9,9,0.1,78,10,1027,25.25,9,5,3,113,116,113,0,3,10.3,météo défavorable,20:45:00,07:40:00,7
2015-04-06,10,7,21,7,10,10,0,71,10,1033,1.75,10,6,4,113,113,113,0,3,11.6,météo défavorable,20:46:00,07:38:00,7
2015-04-07,11,8,24,8,11,11,0,89,10,1036,9.25,11,7,4,113,113,113,0,4,11.6,météo défavorable,20:48:00,07:36:00,8
2015-04-08,13,8,23,8,12,12,0,72,10,1033,6.75,13,7,5,113,113,113,0,4,11.6,météo correcte,20:49:00,07:33:00,8
2015-04-09,14,8,18,9,13,13,0,73,10,1027,17.875,14,8,6,113,119,113,0,4,9.1,météo correcte,20:51:00,07:31:00,9
2015-04-10,16,10,17,10,15,12,1.3,79,9,1020,38.375,16,10,8,113,113,119,0,4,10.4,météo correcte,20:52:00,07:29:00,11
2015-04-11,11,8,30,11,10,10,1.2,90,8.875,1028,51.25,11,9,7,122,113,113,0,3,10.4,météo défavorable,20:54:00,07:27:00,10
2015-04-12,14,6,22,6,14,12,0,84,10,1029,6.875,14,9,3,113,113,113,0,4,11.6,météo correcte,20:55:00,07:25:00,6
2015-04-13,13,8,19,8,12,12,1,87,9.75,1030,57.125,13,9,6,119,116,116,0,3,10.4,météo correcte,20:57:00,07:23:00,8
2015-04-14,14,8,17,8,14,13,0.7,86,9.75,1017,57.75,14,9,5,116,116,116,0,4,9.1,météo correcte,20:58:00,07:21:00,9
2015-04-15,14,9,19,11,14,13,2.4,87,10,1019,66.75,14,9,9,119,119,113,0,4,9.3,météo défavorable,21:00:00,07:19:00,11
2015-04-16,17,12,7,14,16,15,0,72,10,1014,48.75,17,12,14,116,119,119,0,5,6.9,météo correcte,21:01:00,07:17:00,12
2015-04-17,13,10,18,10,13,12,1.4,91,10,1019,86.875,13,10,9,122,122,176,0,3,6.9,météo défavorable,21:03:00,07:16:00,12
2015-04-18,12,10,37,10,11,12,7.4,82,7.625,1021,68.125,12,8,6,356,176,113,0,3,9.3,météo défavorable,21:04:00,07:14:00,10
2015-04-19,11,9,36,9,11,10,0,75,10,1022,17.375,11,7,5,113,113,113,0,4,11.6,météo défavorable,21:06:00,07:12:00,10
2015-04-20,13,9,26,9,12,12,0,86,10,1028,5.625,13,9,6,113,113,113,0,4,11.6,météo correcte,21:07:00,07:10:00,9
2015-04-21,14,10,30,10,13,13,0,86,10,1030,0.75,14,9,7,113,113,113,0,5,11.6,météo correcte,21:08:00,07:08:00,10
2015-04-22,13,10,36,10,13,13,0,83,10,1029,10.875,13,9,6,113,113,116,0,4,11.6,météo correcte,21:10:00,07:06:00,10
2015-04-23,14,10,22,10,13,14,0.3,88,9.875,1021,9.625,14,10,7,113,113,113,0,5,11.6,météo correcte,21:11:00,07:04:00,10
2015-04-24,15,10,19,10,14,12,0.7,93,8.625,1016,62.375,15,10,8,116,122,299,0,4,10.5,météo correcte,21:13:00,07:02:00,10
2015-04-25,15,11,24,11,14,14,7,93,6.375,1010,73.125,15,12,9,119,176,176,0,3,9.3,météo défavorable,21:14:00,07:00:00,11
2015-04-26,13,10,20,11,13,11,2.3,91,10,1008,72,13,10,10,119,176,122,0,3,9.1,météo défavorable,21:16:00,06:59:00,11
2015-04-27,10,9,26,9,10,10,0.4,74,9,1018,31.5,10,8,6,113,113,116,0,3,14.5,météo défavorable,21:17:00,06:57:00,10
2015-04-28,11,8,19,9,11,11,1,83,9.75,1015,62,11,7,7,116,116,116,0,4,12.4,météo défavorable,21:19:00,06:55:00,9
2015-04-29,12,8,30,9,12,11,7.7,82,9,1020,64,12,8,5,119,176,299,0,4,10.2,météo défavorable,21:20:00,06:53:00,8
2015-04-30,11,9,13,10,11,10,23.5,86,8.375,1016,72.375,11,8,8,299,176,116,0,2,9.2,météo très défavorable,21:22:00,06:51:00,9
2015-05-01,11,9,32,9,10,11,12.4,90,5.875,1010,98.875,11,9,6,299,176,122,0,3,9.2,météo défavorable,21:23:00,06:50:00,9
2015-05-02,14,10,35,11,12,13,13.8,95,7.875,1010,96.625,14,13,9,122,305,176,0,3,9.2,météo défavorable,21:25:00,06:48:00,11
2015-05-03,15,12,33,14,14,14,6.4,93,8.75,1005,95,15,13,11,176,122,122,0,3,10.3,météo défavorable,21:26:00,06:46:00,14
2015-05-04,14,12,22,12,14,12,0.8,94,6.875,1006,94.375,14,12,11,122,122,299,0,4,9.3,météo défavorable,21:28:00,06:45:00,12
2015-05-05,14,11,48,11,13,12,0.9,85,9.375,1006,48.25,14,11,7,122,116,116,0,3,13.5,météo correcte,21:29:00,06:43:00,13
2015-05-06,13,9,48,11,13,12,3,75,9.875,1017,21.625,13,7,7,113,176,113,0,3,14.5,météo correcte,21:30:00,06:41:00,10
2015-05-07,12,9,18,9,12,12,0.6,82,8,1019,52,12,8,7,113,122,122,0,4,12.4,météo défavorable,21:32:00,06:40:00,9
2015-05-08,16,11,27,11,15,14,5,86,9.375,1016,78,16,12,9,122,119,122,0,4,9.3,météo défavorable,21:33:00,06:38:00,11
2015-05-09,15,11,34,11,15,13,0.6,88,10,1025,52.75,15,11,8,113,122,116,0,4,11.4,météo correcte,21:35:00,06:37:00,11
2015-05-10,18,12,22,12,16,17,0,90,10,1026,37.375,18,11,11,122,113,119,0,5,12.5,météo favorable,21:36:00,06:35:00,12
2015-05-11,16,12,14,12,16,14,0,90,9,1021,37.125,16,13,11,116,116,116,0,4,14.5,météo correcte,21:37:00,06:34:00,12
2015-05-12,13,11,19,12,13,13,0,87,10,1024,24.625,13,11,9,113,113,113,0,3,14.5,météo correcte,21:39:00,06:32:00,12
2015-05-13,14,11,26,11,14,14,1.1,79,10,1023,46.625,14,11,8,116,119,122,0,5,11.5,météo correcte,21:40:00,06:31:00,11
2015-05-14,13,10,35,13,13,12,8,89,9.75,1014,69.5,13,12,9,119,116,299,0,3,11.5,météo défavorable,21:41:00,06:30:00,13
2015-05-15,12,10,19,11,12,12,0.6,89,10,1027,42.25,12,9,8,119,119,113,0,4,13.5,météo défavorable,21:43:00,06:28:00,10
2015-05-16,13,10,30,13,12,12,0.7,95,10,1032,64.625,13,12,10,122,116,119,0,4,11.5,météo correcte,21:44:00,06:27:00,12
2015-05-17,12,9,16,10,12,12,0.2,80,10,1032,61.625,12,7,8,119,122,119,0,4,11.5,météo défavorable,21:45:00,06:26:00,10
2015-05-18,13,9,34,11,13,11,1.8,90,8.875,1021,67.375,13,11,8,122,299,119,0,4,9.5,météo défavorable,21:47:00,06:24:00,10
2015-05-19,12,10,40,10,12,11,2.5,73,9.75,1016,66.375,12,6,6,176,299,113,0,4,14.5,météo défavorable,21:48:00,06:23:00,10
2015-05-20,12,9,28,10,12,11,1.8,74,9.75,1027,33.375,12,6,7,176,113,113,0,3,14.5,météo défavorable,21:49:00,06:22:00,9
2015-05-21,13,10,21,11,13,12,1.1,87,10,1031,21.625,13,9,8,116,113,113,0,4,13.5,météo correcte,21:50:00,06:21:00,10
2015-05-22,14,9,21,10,14,13,0.3,93,9,1031,65.25,14,12,8,116,122,122,0,4,12.5,météo défavorable,21:52:00,06:20:00,9
2015-05-23,15,12,18,12,14,14,0.5,95,10,1026,56.625,15,12,11,122,119,113,0,4,11.6,météo correcte,21:53:00,06:19:00,12
2015-05-24,15,11,18,11,15,14,0,90,10,1024,38.5,15,13,10,113,113,122,0,5,14.5,météo correcte,21:54:00,06:18:00,12
2015-05-25,14,12,24,12,14,13,0,85,10,1022,33.875,14,12,10,113,116,113,0,3,13.5,météo correcte,21:55:00,06:17:00,12
2015-05-26,15,11,17,12,14,14,0.2,88,10,1027,18.625,15,11,10,113,113,116,0,5,14.5,météo correcte,21:56:00,06:16:00,11
2015-05-27,15,11,13,13,15,14,0,86,10,1028,6.125,15,11,12,113,113,113,0,5,14.5,météo correcte,21:57:00,06:15:00,11
2015-05-28,14,11,26,13,14,13,1.3,91,10,1021,47.75,14,11,10,122,119,113,0,4,10.6,météo correcte,21:58:00,06:14:00,11
2015-05-29,14,10,38,11,14,13,1.2,84,10,1017,63.5,14,11,8,119,122,116,0,4,13.7,météo correcte,21:59:00,06:13:00,10
2015-05-30,15,10,20,11,14,15,0.4,79,10,1018,58.75,15,12,8,116,116,122,0,4,15.6,météo correcte,22:00:00,06:12:00,10
2015-05-31,14,10,33,14,13,12,5.8,94,8.625,1018,75,14,13,10,176,176,116,0,3,13.8,météo défavorable,22:01:00,06:12:00,14
2015-06-01,14,10,27,11,14,14,0.5,71,9.875,1019,63.125,14,9,8,113,122,116,0,4,15.9,météo correcte,22:02:00,06:11:00,10
2015-06-02,16,13,40,14,16,15,1.5,89,7.875,1017,92.25,16,14,12,122,176,176,0,4,11.9,météo défavorable,22:03:00,06:10:00,14
2015-06-03,14,11,20,12,13,13,0.1,82,10,1027,23.875,14,10,10,113,113,113,0,3,16,météo correcte,22:04:00,06:10:00,12
2015-06-04,19,11,24,12,17,19,0,82,10,1027,28,19,15,10,116,113,113,0,6,16,météo favorable,22:05:00,06:09:00,12
2015-06-05,16,11,30,13,16,13,7,90,10,1023,18.5,16,14,11,116,113,113,0,5,15.6,météo correcte,22:06:00,06:09:00,13
2015-06-06,14,10,19,11,14,13,0,76,10,1031,5.625,14,8,9,113,113,113,0,4,16,météo correcte,22:07:00,06:08:00,10
2015-06-07,14,11,24,12,13,13,0,76,10,1032,4.875,14,9,9,113,113,113,0,4,16,météo correcte,22:08:00,06:08:00,11
2015-06-08,14,12,34,13,14,14,0,76,10,1031,9.875,14,9,10,113,113,113,0,5,16,météo correcte,22:08:00,06:07:00,12
2015-06-09,13,11,46,12,12,13,0.3,77,10,1030,45.125,13,8,7,119,122,116,0,4,16,météo correcte,22:09:00,06:07:00,12
2015-06-10,15,12,45,12,15,14,0,81,10,1027,45.375,15,11,9,116,113,116,0,5,13.8,météo correcte,22:10:00,06:07:00,12
2015-06-11,18,14,23,15,18,18,32.9,94,8.25,1017,55.5,18,16,13,116,116,356,0,6,16,météo très défavorable,22:10:00,06:06:00,14
2015-06-12,16,13,23,15,15,16,19.3,95,8.75,1011,48.25,16,14,13,116,356,116,0,4,14.7,météo très défavorable,22:11:00,06:06:00,15
2015-06-13,17,12,18,13,17,15,0,90,10,1013,21,17,12,11,116,113,113,0,5,16.1,météo correcte,22:12:00,06:06:00,12
2015-06-14,15,12,19,13,14,14,0.2,92,10,1016,35.125,15,11,11,116,116,113,0,3,16.1,météo correcte,22:12:00,06:06:00,12
2015-06-15,15,13,15,14,15,14,0,90,10,1024,22.25,15,12,12,116,113,113,0,4,16.1,météo correcte,22:13:00,06:06:00,13
2015-06-16,16,13,15,13,15,15,0,84,10,1028,15.625,16,11,12,113,113,113,0,5,16.1,météo correcte,22:13:00,06:06:00,13
2015-06-17,17,12,21,13,17,16,0,86,10,1029,23.625,17,14,12,113,113,116,0,5,16.1,météo correcte,22:13:00,06:06:00,12
2015-06-18,15,13,24,15,15,15,0.6,96,9,1026,52.875,15,14,13,122,116,113,0,4,14.7,météo correcte,22:14:00,06:06:00,15
2015-06-19,16,12,20,13,16,15,0,86,10,1025,3.375,16,12,11,113,113,113,0,5,16.1,météo correcte,22:14:00,06:06:00,12
2015-06-20,17,13,17,14,17,16,0,84,10,1025,37.75,17,14,13,113,119,116,0,5,15.6,météo correcte,22:14:00,06:06:00,13
2015-06-21,16,13,23,14,16,15,0.2,91,10,1023,51.125,16,14,12,116,116,113,0,4,16.1,météo correcte,22:15:00,06:06:00,14
2015-06-22,16,12,37,14,16,14,0.8,90,9.375,1019,64.125,16,13,12,119,122,116,0,5,14.7,météo correcte,22:15:00,06:06:00,12
